City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
651,Lundazi,ZM,-12.2929,33.1782,69.04,48,48,8.03,scattered clouds
652,Dobra,RO,44.7833,25.7167,60.76,80,98,9.75,overcast clouds
653,De-Kastri,RU,51.4667,140.7833,66.87,63,68,3.58,broken clouds
654,Kosa,RU,59.9445,54.9977,34.14,79,61,3.58,broken clouds
655,Le Vauclin,MQ,14.5452,-60.8388,77.05,94,75,6.91,broken clouds
656,Khani,GE,41.9563,42.9566,45.97,87,22,3.13,few clouds
657,Kattivakkam,IN,13.2167,80.3167,89.69,59,100,14.0,overcast clouds
658,San Jeronimo,PE,-11.9472,-75.2829,53.55,66,80,1.5,broken clouds
659,Kasamwa,TZ,-2.85,32.4333,68.4,77,94,0.89,overcast clouds
660,Djambala,CG,-2.5447,14.7533,68.81,90,100,3.47,overcast clouds
661,Asau,RO,46.4333,26.4,54.75,80,77,1.57,light rain
662,Monrovia,LR,6.3005,-10.7969,74.97,83,100,1.05,overcast clouds
663,Nara,JP,34.6851,135.8049,76.28,64,87,3.83,overcast clouds
664,Nome,US,64.5011,-165.4064,35.67,65,1,4.61,clear sky
665,Chardara,KZ,41.2547,67.9692,66.34,39,0,2.55,clear sky
666,Turbat,PK,26.0023,63.044,94.64,18,27,8.93,scattered clouds
667,Acajutla,SV,13.5928,-89.8275,79.02,84,97,6.13,light rain
668,Pinawa,CA,50.1489,-95.8811,58.17,53,30,8.52,scattered clouds
669,Shaunavon,CA,49.6501,-108.4181,64.71,34,5,2.42,clear sky
670,Porto Novo,BJ,6.4965,2.6036,75.38,91,70,3.83,broken clouds
671,Pizhma,RU,57.8642,47.1171,32.74,91,42,5.28,scattered clouds
672,Atasu,KZ,48.6814,71.6433,54.82,45,95,16.22,overcast clouds
673,Boda,CF,4.3189,17.4695,67.89,98,100,0.87,light rain
674,Omsukchan,RU,62.5333,155.8,27.25,72,100,5.14,overcast clouds
675,Am Timan,TD,11.0297,20.2827,71.91,91,87,3.18,light rain
676,Birao,CF,10.2849,22.7882,70.32,89,93,2.73,overcast clouds
677,Kulhudhuffushi,MV,6.6221,73.07,80.73,76,100,17.6,overcast clouds
678,Williston,US,48.147,-103.618,61.21,21,6,2.55,clear sky
679,Panguna,PG,-6.3164,155.4848,75.87,85,53,1.41,moderate rain
680,Cayenne,GF,4.9333,-52.3333,81.09,74,31,8.99,scattered clouds
681,Grand Island,US,40.925,-98.342,74.01,54,1,1.99,clear sky
682,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,63.19,34,20,6.71,few clouds
683,Belmonte,BR,-15.8631,-38.8828,75.7,86,27,6.96,scattered clouds
684,Port-De-Bouc,FR,43.4,4.9833,65.95,72,0,11.5,clear sky
685,Limbang,MY,4.75,115.0,87.91,59,24,2.06,few clouds
686,Dalvik,IS,65.9702,-18.5286,37.94,98,100,6.93,overcast clouds
687,Nakambala,ZM,-15.8324,27.7799,68.76,43,2,5.53,clear sky
688,Beidao,CN,34.5686,105.8933,70.95,65,10,1.54,clear sky
689,Santa Flavia,IT,38.085,13.5351,76.73,72,85,5.01,overcast clouds
690,Marivan,IR,35.5219,46.176,66.56,21,0,1.32,clear sky
691,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,94,96,12.3,overcast clouds
